Device_Type,Region,Base_Lifespan,Current_Age_Years,Usage_Hours_Per_Day,Dust_Index,Humidity_Index,Temperature_Stress,Power_Outage_Freq,Maintenance_Frequency,Actual_Total_Lifespan,Remaining_Useful_Life,Is_Failed
Projector,Pune/Nashik,5,0.36,7.8,0.56,0.44,0.66,High,Rare,2.87,2.51,0
Motherboard,Pune/Nashik,8,2.61,8.4,0.46,0.49,0.64,High,Rare,3.74,1.13,0
Monitor,Vidarbha/Marathwada,7,2.11,2.4,0.62,0.3,0.92,Low,Rare,6.9,4.79,0
Router / Switch,Vidarbha/Marathwada,6,1.13,8.7,0.66,0.23,0.87,Medium,Rare,3.83,2.7,0
Hard Disk / SSD,Vidarbha/Marathwada,5,1.12,3.5,0.85,0.22,0.74,High,Annual,4.42,3.3,0
Router / Switch,Konkan/Mumbai,6,3.87,8.9,0.57,0.7,0.77,Low,Rare,3.58,0.0,1
Monitor,Konkan/Mumbai,7,0.19,7.4,0.51,0.94,0.76,Low,Rare,4.87,4.68,0
Computer,Konkan/Mumbai,6,2.84,8.1,0.35,0.87,0.56,High,Rare,3.06,0.22,0
Hard Disk / SSD,Pune/Nashik,5,4.17,7.3,0.69,0.51,0.4,Medium,Annual,3.59,0.0,1
Hard Disk / SSD,Pune/Nashik,5,5.21,2.8,0.62,0.55,0.41,Medium,Annual,4.96,0.0,1
Computer,Pune/Nashik,6,3.89,9.0,0.5,0.61,0.44,Medium,Rare,3.35,0.0,1
Motherboard,Vidarbha/Marathwada,8,1.28,9.1,0.78,0.45,0.74,High,Rare,3.66,2.38,0
Printer,Vidarbha/Marathwada,5,0.78,4.7,0.77,0.46,0.9,Medium,Annual,4.87,4.09,0
Smartphone,Pune/Nashik,4,0.67,2.4,0.48,0.43,0.53,Low,Biannual,4.8,4.13,0
Mouse,Vidarbha/Marathwada,3,1.73,4.1,0.81,0.39,0.85,Medium,Biannual,3.36,1.63,0
Monitor,Konkan/Mumbai,7,0.97,8.1,0.44,0.85,0.5,Medium,Rare,4.79,3.82,0
Monitor,Pune/Nashik,7,3.21,4.6,0.57,0.66,0.41,Low,Rare,5.24,2.03,0
Computer,Vidarbha/Marathwada,6,0.89,5.9,0.63,0.21,0.98,Medium,Rare,3.68,2.79,0
Router / Switch,Vidarbha/Marathwada,6,1.38,5.8,0.69,0.22,0.83,Medium,Annual,5.11,3.73,0
Mouse,Konkan/Mumbai,3,0.06,3.8,0.36,0.72,0.59,High,Rare,2.31,2.25,0
Smartphone,Pune/Nashik,4,2.55,6.7,0.69,0.53,0.64,Medium,Biannual,3.83,1.28,0
Printer,Konkan/Mumbai,5,4.32,2.6,0.51,0.71,0.62,Medium,Annual,4.83,0.51,0
Motherboard,Konkan/Mumbai,8,1.99,2.1,0.59,0.88,0.71,Medium,Annual,6.71,4.72,0
Projector,Vidarbha/Marathwada,5,1.58,8.7,0.72,0.24,0.8,Medium,Annual,3.38,1.8,0
Motherboard,Konkan/Mumbai,8,4.73,9.2,0.4,0.88,0.58,High,Annual,3.76,0.0,1
Router / Switch,Vidarbha/Marathwada,6,3.85,9.6,0.69,0.3,0.74,Low,Rare,3.83,0.0,1
Hard Disk / SSD,Pune/Nashik,5,2.24,8.4,0.58,0.44,0.57,Medium,Annual,3.67,1.43,0
Mouse,Konkan/Mumbai,3,0.29,4.5,0.35,0.85,0.74,High,Rare,2.39,2.1,0
Computer,Pune/Nashik,6,4.09,2.7,0.56,0.43,0.54,Medium,Rare,4.61,0.52,0
Mouse,Vidarbha/Marathwada,3,0.32,3.3,0.73,0.36,0.77,Low,Annual,3.35,3.03,0
Smartphone,Pune/Nashik,4,4.01,3.7,0.61,0.41,0.53,Low,Rare,3.06,0.0,1
Computer,Vidarbha/Marathwada,6,4.64,4.8,0.93,0.35,0.96,Medium,Annual,4.2,0.0,1
Keyboard,Konkan/Mumbai,4,0.24,5.4,0.34,0.76,0.6,Medium,Annual,3.95,3.71,0
Computer,Vidarbha/Marathwada,6,4.2,3.1,0.68,0.47,0.86,High,Biannual,4.65,0.45,0
Printer,Konkan/Mumbai,5,3.96,5.6,0.52,0.86,0.78,Medium,Biannual,5.27,1.31,0
Projector,Vidarbha/Marathwada,5,2.86,7.5,0.66,0.42,0.92,Medium,Biannual,3.59,0.73,0
Printer,Vidarbha/Marathwada,5,3.36,8.0,0.88,0.4,0.88,High,Rare,3.33,0.0,1
Computer,Konkan/Mumbai,6,0.84,6.7,0.51,0.8,0.72,Low,Rare,4.31,3.47,0
Computer,Vidarbha/Marathwada,6,1.08,2.5,0.84,0.2,0.96,High,Rare,3.7,2.62,0
Printer,Pune/Nashik,5,0.99,4.8,0.64,0.65,0.66,Medium,Rare,3.98,2.99,0
Keyboard,Vidarbha/Marathwada,4,2.0,8.8,0.74,0.47,0.88,Low,Rare,2.64,0.64,0
Hard Disk / SSD,Pune/Nashik,5,3.38,9.2,0.68,0.41,0.59,Low,Rare,2.54,0.0,1
Smartphone,Vidarbha/Marathwada,4,2.78,8.5,0.93,0.35,0.99,High,Annual,2.77,0.0,1
Keyboard,Konkan/Mumbai,4,2.41,5.0,0.56,0.95,0.78,Low,Annual,3.86,1.45,0
Mouse,Vidarbha/Marathwada,3,2.24,6.3,0.81,0.33,0.8,High,Biannual,2.61,0.37,0
Hard Disk / SSD,Konkan/Mumbai,5,2.86,5.9,0.34,0.77,0.52,High,Rare,2.69,0.0,1
Mouse,Vidarbha/Marathwada,3,1.86,9.0,0.7,0.26,0.83,Medium,Annual,2.23,0.37,0
Smartphone,Pune/Nashik,4,4.19,4.7,0.59,0.64,0.62,High,Biannual,3.95,0.0,1
Computer,Konkan/Mumbai,6,4.83,2.0,0.51,0.92,0.54,Medium,Biannual,5.68,0.85,0
Hard Disk / SSD,Vidarbha/Marathwada,5,2.82,8.1,0.9,0.28,0.89,Low,Biannual,4.09,1.27,0
Router / Switch,Vidarbha/Marathwada,6,2.89,5.8,0.73,0.37,0.8,High,Rare,3.65,0.76,0
Keyboard,Pune/Nashik,4,0.25,8.9,0.56,0.53,0.68,High,Rare,2.26,2.01,0
Keyboard,Konkan/Mumbai,4,3.17,6.2,0.49,0.93,0.51,Low,Rare,3.18,0.01,0
Mouse,Pune/Nashik,3,1.27,9.6,0.45,0.41,0.67,High,Biannual,2.18,0.91,0
Printer,Vidarbha/Marathwada,5,4.04,9.4,0.71,0.35,0.72,Medium,Biannual,4.22,0.18,0
Hard Disk / SSD,Pune/Nashik,5,3.0,2.5,0.45,0.64,0.66,Low,Rare,3.79,0.79,0
Motherboard,Vidarbha/Marathwada,8,1.39,7.2,0.73,0.34,1.0,Low,Annual,5.43,4.04,0
Mouse,Pune/Nashik,3,3.14,5.8,0.5,0.62,0.48,High,Annual,2.67,0.0,1
Projector,Vidarbha/Marathwada,5,3.23,5.3,0.8,0.38,0.93,Medium,Rare,3.04,0.0,1
Computer,Konkan/Mumbai,6,4.12,5.9,0.4,0.8,0.66,Medium,Rare,3.75,0.0,1
Mouse,Vidarbha/Marathwada,3,3.32,3.5,0.91,0.22,0.97,Medium,Biannual,3.29,0.0,1
Printer,Konkan/Mumbai,5,2.79,4.0,0.4,0.71,0.79,High,Biannual,5.56,2.77,0
Router / Switch,Konkan/Mumbai,6,6.54,4.9,0.31,0.9,0.73,Low,Annual,6.44,0.0,1
Smartphone,Pune/Nashik,4,1.85,9.7,0.64,0.51,0.47,Low,Biannual,2.93,1.08,0
Smartphone,Konkan/Mumbai,4,2.88,3.6,0.5,0.8,0.58,High,Rare,3.08,0.2,0
Printer,Konkan/Mumbai,5,4.11,6.3,0.34,0.79,0.77,Medium,Rare,3.67,0.0,1
Router / Switch,Konkan/Mumbai,6,2.87,7.3,0.35,0.91,0.52,Low,Rare,3.96,1.09,0
Projector,Konkan/Mumbai,5,2.04,8.7,0.43,0.71,0.63,Medium,Rare,2.71,0.67,0
Computer,Vidarbha/Marathwada,6,0.67,9.3,0.81,0.33,0.9,Medium,Rare,3.19,2.52,0
Keyboard,Konkan/Mumbai,4,1.47,2.3,0.36,0.91,0.58,Medium,Rare,3.73,2.26,0
Monitor,Pune/Nashik,7,2.35,6.2,0.41,0.68,0.51,Medium,Rare,5.47,3.12,0
Monitor,Vidarbha/Marathwada,7,2.54,2.5,0.92,0.28,0.72,Medium,Rare,5.72,3.18,0
Keyboard,Pune/Nashik,4,2.48,3.2,0.6,0.52,0.64,Medium,Biannual,4.64,2.16,0
Projector,Konkan/Mumbai,5,4.53,6.2,0.53,0.75,0.63,Low,Rare,3.59,0.0,1
Motherboard,Pune/Nashik,8,3.15,9.8,0.53,0.51,0.58,Low,Biannual,5.27,2.12,0
Keyboard,Konkan/Mumbai,4,1.71,3.9,0.56,0.86,0.68,Medium,Rare,3.49,1.78,0
Keyboard,Konkan/Mumbai,4,1.69,6.5,0.59,0.82,0.59,Medium,Annual,3.67,1.98,0
Smartphone,Pune/Nashik,4,3.4,7.5,0.53,0.57,0.64,Medium,Rare,2.66,0.0,1
Mouse,Pune/Nashik,3,1.2,5.1,0.69,0.43,0.5,Medium,Biannual,3.27,2.07,0
Mouse,Vidarbha/Marathwada,3,1.07,5.2,0.78,0.42,0.75,Medium,Rare,2.23,1.16,0
Projector,Pune/Nashik,5,2.29,10.0,0.48,0.6,0.56,High,Rare,2.62,0.33,0
Keyboard,Konkan/Mumbai,4,2.35,6.2,0.56,0.81,0.74,Low,Rare,2.72,0.37,0
Printer,Konkan/Mumbai,5,3.39,6.0,0.46,0.72,0.61,Medium,Rare,3.36,0.0,1
Printer,Vidarbha/Marathwada,5,0.4,3.7,0.61,0.27,0.86,High,Biannual,5.46,5.06,0
Monitor,Vidarbha/Marathwada,7,8.17,4.6,0.81,0.49,0.94,Medium,Annual,7.29,0.0,1
Projector,Konkan/Mumbai,5,1.11,6.1,0.48,0.91,0.62,Low,Rare,3.31,2.2,0
Computer,Pune/Nashik,6,4.39,5.3,0.68,0.69,0.7,Medium,Annual,4.42,0.03,0
Motherboard,Pune/Nashik,8,3.47,4.6,0.48,0.65,0.69,Low,Rare,5.44,1.97,0
Mouse,Vidarbha/Marathwada,3,3.09,7.3,0.94,0.23,0.91,Medium,Biannual,2.77,0.0,1
Hard Disk / SSD,Pune/Nashik,5,2.3,8.9,0.45,0.57,0.62,Medium,Rare,2.55,0.25,0
Keyboard,Konkan/Mumbai,4,4.24,3.9,0.32,0.94,0.52,High,Annual,4.12,0.0,1
Computer,Konkan/Mumbai,6,4.64,5.3,0.48,0.9,0.52,Medium,Annual,5.08,0.44,0
Router / Switch,Vidarbha/Marathwada,6,1.61,6.6,0.65,0.46,0.92,High,Biannual,5.03,3.42,0
Smartphone,Pune/Nashik,4,3.04,9.4,0.51,0.57,0.62,Medium,Rare,2.15,0.0,1
Projector,Vidarbha/Marathwada,5,3.32,2.5,0.88,0.3,0.81,High,Rare,3.51,0.19,0
Monitor,Vidarbha/Marathwada,7,4.33,4.9,0.73,0.3,0.98,High,Annual,6.66,2.33,0
Hard Disk / SSD,Vidarbha/Marathwada,5,1.39,2.1,0.78,0.26,0.96,Medium,Annual,5.19,3.8,0
Hard Disk / SSD,Pune/Nashik,5,3.02,8.1,0.67,0.65,0.6,High,Annual,2.83,0.0,1
Hard Disk / SSD,Konkan/Mumbai,5,1.97,9.8,0.39,0.91,0.76,Medium,Rare,2.08,0.11,0
Hard Disk / SSD,Pune/Nashik,5,2.84,8.6,0.49,0.67,0.65,Medium,Rare,2.34,0.0,1
Router / Switch,Vidarbha/Marathwada,6,0.46,7.3,0.71,0.28,0.72,Medium,Rare,3.48,3.02,0
Keyboard,Pune/Nashik,4,2.79,5.8,0.45,0.65,0.63,High,Annual,3.2,0.41,0
Hard Disk / SSD,Vidarbha/Marathwada,5,3.76,6.0,0.93,0.23,0.97,Low,Annual,4.54,0.78,0
Smartphone,Vidarbha/Marathwada,4,2.22,8.5,0.6,0.46,0.93,Low,Rare,2.81,0.59,0
Hard Disk / SSD,Pune/Nashik,5,0.12,2.0,0.4,0.69,0.44,Medium,Annual,4.18,4.06,0
Monitor,Pune/Nashik,7,1.16,2.7,0.62,0.59,0.53,Medium,Biannual,8.4,7.24,0
Keyboard,Konkan/Mumbai,4,0.13,6.0,0.54,0.87,0.63,Medium,Rare,3.01,2.88,0
Smartphone,Konkan/Mumbai,4,3.21,9.0,0.45,0.78,0.64,Medium,Rare,2.59,0.0,1
Keyboard,Vidarbha/Marathwada,4,4.5,2.5,0.62,0.38,0.82,High,Annual,4.18,0.0,1
Computer,Pune/Nashik,6,3.86,9.4,0.44,0.51,0.54,High,Rare,2.94,0.0,1
Monitor,Konkan/Mumbai,7,1.66,2.1,0.41,0.85,0.73,High,Rare,5.62,3.96,0
Smartphone,Konkan/Mumbai,4,1.41,9.2,0.4,0.77,0.71,Medium,Rare,2.6,1.19,0
Smartphone,Konkan/Mumbai,4,0.94,7.7,0.54,0.7,0.59,Low,Rare,2.8,1.86,0
Printer,Konkan/Mumbai,5,2.7,4.4,0.54,0.92,0.73,Low,Rare,4.09,1.39,0
Printer,Vidarbha/Marathwada,5,3.09,6.9,0.77,0.5,0.71,Medium,Annual,4.47,1.38,0
Motherboard,Konkan/Mumbai,8,0.96,6.3,0.36,0.85,0.51,High,Rare,3.76,2.8,0
Monitor,Vidarbha/Marathwada,7,0.46,9.6,0.71,0.37,0.94,Medium,Rare,4.22,3.76,0
Keyboard,Pune/Nashik,4,0.61,7.7,0.62,0.63,0.6,Low,Annual,3.04,2.43,0
Projector,Konkan/Mumbai,5,3.62,6.2,0.44,0.93,0.72,Low,Annual,4.04,0.42,0
Mouse,Vidarbha/Marathwada,3,2.23,3.3,0.94,0.43,0.77,Medium,Rare,2.38,0.15,0
Mouse,Konkan/Mumbai,3,3.72,2.9,0.45,0.91,0.55,Medium,Annual,2.8,0.0,1
Projector,Vidarbha/Marathwada,5,4.51,7.8,0.88,0.35,0.79,Medium,Biannual,3.61,0.0,1
Mouse,Pune/Nashik,3,0.73,2.3,0.63,0.65,0.5,High,Rare,2.68,1.95,0
Printer,Vidarbha/Marathwada,5,1.61,4.3,0.62,0.38,0.85,High,Annual,4.96,3.35,0
Printer,Pune/Nashik,5,4.0,9.9,0.62,0.5,0.43,Low,Annual,3.64,0.0,1
Computer,Vidarbha/Marathwada,6,1.73,9.2,0.66,0.24,0.9,Medium,Annual,3.45,1.72,0
Motherboard,Konkan/Mumbai,8,1.54,7.2,0.51,0.93,0.53,High,Rare,3.48,1.94,0
Hard Disk / SSD,Konkan/Mumbai,5,0.6,5.3,0.42,0.91,0.69,Medium,Rare,3.29,2.69,0
Keyboard,Pune/Nashik,4,3.82,9.0,0.4,0.48,0.59,Low,Annual,2.85,0.0,1
Smartphone,Pune/Nashik,4,2.16,7.5,0.44,0.68,0.56,High,Rare,2.77,0.61,0
Motherboard,Pune/Nashik,8,5.23,2.1,0.54,0.52,0.68,High,Rare,5.42,0.19,0
Projector,Konkan/Mumbai,5,4.47,5.1,0.46,0.77,0.64,Medium,Rare,3.89,0.0,1
Hard Disk / SSD,Konkan/Mumbai,5,2.78,9.8,0.56,0.95,0.58,High,Biannual,2.94,0.16,0
Monitor,Vidarbha/Marathwada,7,4.35,6.6,0.74,0.48,0.96,High,Rare,5.2,0.85,0
Motherboard,Vidarbha/Marathwada,8,6.95,4.0,0.92,0.29,0.73,Medium,Annual,6.08,0.0,1
Motherboard,Konkan/Mumbai,8,1.06,4.0,0.32,0.94,0.7,High,Rare,4.29,3.23,0
Motherboard,Vidarbha/Marathwada,8,4.77,7.2,0.63,0.43,0.91,High,Annual,4.06,0.0,1
Mouse,Vidarbha/Marathwada,3,0.25,3.3,0.77,0.49,0.75,Low,Annual,3.04,2.79,0
Keyboard,Pune/Nashik,4,2.16,8.5,0.41,0.48,0.47,Low,Rare,2.4,0.24,0
Computer,Vidarbha/Marathwada,6,1.19,3.0,0.78,0.4,0.9,High,Rare,3.87,2.68,0
Printer,Vidarbha/Marathwada,5,4.34,4.5,0.88,0.34,0.92,High,Rare,3.5,0.0,1
Projector,Konkan/Mumbai,5,2.73,9.4,0.37,0.96,0.58,Medium,Annual,3.27,0.54,0
Hard Disk / SSD,Pune/Nashik,5,2.31,5.3,0.51,0.48,0.56,Medium,Rare,3.3,0.99,0
Mouse,Pune/Nashik,3,1.71,7.8,0.4,0.65,0.44,Medium,Annual,2.31,0.6,0
Monitor,Pune/Nashik,7,4.7,9.2,0.62,0.47,0.54,Low,Rare,3.97,0.0,1
Smartphone,Pune/Nashik,4,2.54,9.4,0.42,0.46,0.44,Low,Rare,2.48,0.0,1
Keyboard,Pune/Nashik,4,1.33,7.7,0.64,0.43,0.49,Medium,Rare,2.92,1.59,0
Computer,Pune/Nashik,6,1.74,6.4,0.57,0.56,0.47,High,Biannual,4.63,2.89,0
Printer,Vidarbha/Marathwada,5,1.88,8.5,0.74,0.26,0.91,Medium,Biannual,4.35,2.47,0
Computer,Pune/Nashik,6,3.24,2.3,0.47,0.44,0.54,Medium,Rare,5.02,1.78,0
Printer,Pune/Nashik,5,3.49,6.3,0.69,0.6,0.55,High,Rare,3.37,0.0,1
Projector,Vidarbha/Marathwada,5,2.52,8.0,0.91,0.5,0.73,High,Rare,2.76,0.24,0
Keyboard,Konkan/Mumbai,4,2.2,6.0,0.58,0.92,0.61,Medium,Rare,2.7,0.5,0
Motherboard,Konkan/Mumbai,8,5.16,7.4,0.45,0.77,0.74,High,Annual,4.75,0.0,1
Projector,Vidarbha/Marathwada,5,2.55,5.2,0.74,0.23,0.92,Low,Biannual,4.63,2.08,0
Mouse,Pune/Nashik,3,2.14,8.9,0.42,0.4,0.55,High,Biannual,2.25,0.11,0
Projector,Vidarbha/Marathwada,5,0.27,2.5,0.76,0.41,0.94,Medium,Annual,5.03,4.76,0
Motherboard,Konkan/Mumbai,8,4.14,8.5,0.46,0.72,0.65,Medium,Rare,3.81,0.0,1
Motherboard,Vidarbha/Marathwada,8,2.59,7.9,0.65,0.41,0.72,High,Rare,3.54,0.95,0
Motherboard,Konkan/Mumbai,8,3.88,4.9,0.37,0.79,0.8,High,Rare,4.7,0.82,0
Smartphone,Vidarbha/Marathwada,4,3.97,4.7,0.69,0.34,0.93,Medium,Rare,3.31,0.0,1
Router / Switch,Vidarbha/Marathwada,6,2.01,8.1,0.81,0.25,0.72,Medium,Rare,3.07,1.06,0
Hard Disk / SSD,Vidarbha/Marathwada,5,2.32,8.3,0.88,0.35,0.97,High,Rare,2.31,0.0,1
Motherboard,Pune/Nashik,8,2.1,9.6,0.4,0.51,0.66,High,Biannual,4.2,2.1,0
Printer,Vidarbha/Marathwada,5,4.36,8.2,0.81,0.2,0.95,Low,Annual,4.24,0.0,1
Smartphone,Vidarbha/Marathwada,4,2.64,5.3,0.68,0.33,0.82,Low,Rare,3.34,0.7,0
Keyboard,Vidarbha/Marathwada,4,4.97,2.3,0.61,0.4,0.94,Medium,Annual,4.11,0.0,1
Printer,Vidarbha/Marathwada,5,2.57,9.1,0.63,0.32,0.77,High,Rare,2.8,0.23,0
Printer,Konkan/Mumbai,5,1.42,2.9,0.45,0.71,0.54,Low,Rare,4.22,2.8,0
Smartphone,Pune/Nashik,4,0.87,7.5,0.66,0.63,0.67,High,Rare,2.84,1.97,0
Hard Disk / SSD,Vidarbha/Marathwada,5,1.18,3.5,0.7,0.29,0.95,High,Annual,4.2,3.02,0
Printer,Konkan/Mumbai,5,3.59,6.0,0.32,0.93,0.65,Low,Annual,4.15,0.56,0
Router / Switch,Pune/Nashik,6,4.29,7.0,0.59,0.65,0.57,High,Annual,3.88,0.0,1
Mouse,Pune/Nashik,3,1.39,7.4,0.64,0.63,0.4,Low,Rare,2.01,0.62,0
Mouse,Konkan/Mumbai,3,2.43,2.2,0.56,0.78,0.59,Low,Rare,2.52,0.09,0
Keyboard,Pune/Nashik,4,3.27,6.2,0.59,0.52,0.68,High,Annual,3.28,0.01,0
Router / Switch,Vidarbha/Marathwada,6,1.96,6.0,0.75,0.39,0.7,High,Rare,3.31,1.35,0
Router / Switch,Konkan/Mumbai,6,3.27,6.6,0.31,0.85,0.64,Medium,Biannual,5.54,2.27,0
Keyboard,Konkan/Mumbai,4,0.98,8.8,0.54,0.86,0.52,Medium,Biannual,2.94,1.96,0
Printer,Vidarbha/Marathwada,5,2.64,5.8,0.92,0.37,0.98,Medium,Rare,3.39,0.75,0
Keyboard,Pune/Nashik,4,0.41,3.2,0.64,0.46,0.67,Medium,Rare,3.28,2.87,0
Computer,Pune/Nashik,6,2.68,6.0,0.68,0.42,0.53,High,Rare,3.4,0.72,0
Router / Switch,Pune/Nashik,6,1.01,7.3,0.59,0.4,0.6,High,Annual,4.11,3.1,0
Computer,Vidarbha/Marathwada,6,0.1,6.5,0.77,0.34,0.95,Medium,Rare,3.19,3.09,0
Computer,Konkan/Mumbai,6,0.19,7.6,0.49,0.87,0.76,Low,Annual,4.24,4.05,0
Computer,Vidarbha/Marathwada,6,0.46,8.8,0.61,0.34,0.95,Medium,Annual,3.3,2.84,0
Printer,Pune/Nashik,5,0.43,6.9,0.6,0.44,0.66,High,Annual,3.76,3.33,0
Computer,Pune/Nashik,6,0.6,8.3,0.49,0.61,0.47,Low,Biannual,4.36,3.76,0
Projector,Pune/Nashik,5,0.42,8.6,0.47,0.47,0.59,Medium,Rare,3.04,2.62,0
Smartphone,Pune/Nashik,4,3.98,2.6,0.45,0.56,0.68,Medium,Rare,3.47,0.0,1
Hard Disk / SSD,Vidarbha/Marathwada,5,0.41,5.9,0.9,0.21,0.73,High,Rare,3.24,2.83,0
Projector,Konkan/Mumbai,5,0.34,8.7,0.45,0.77,0.7,Medium,Annual,3.29,2.95,0
Printer,Vidarbha/Marathwada,5,4.76,5.4,0.73,0.25,0.84,Low,Annual,5.16,0.4,0
Monitor,Vidarbha/Marathwada,7,4.57,9.0,0.83,0.46,0.86,High,Biannual,5.67,1.1,0
Mouse,Konkan/Mumbai,3,1.94,4.9,0.41,0.7,0.51,High,Annual,2.56,0.62,0
Router / Switch,Pune/Nashik,6,6.5,3.8,0.56,0.45,0.62,Medium,Biannual,5.76,0.0,1
Hard Disk / SSD,Vidarbha/Marathwada,5,0.54,8.5,0.92,0.37,0.72,High,Annual,2.88,2.34,0
Motherboard,Pune/Nashik,8,3.63,3.3,0.56,0.55,0.48,Low,Annual,7.09,3.46,0
Smartphone,Konkan/Mumbai,4,2.08,2.8,0.33,0.88,0.79,Medium,Rare,3.57,1.49,0
Computer,Konkan/Mumbai,6,3.54,3.7,0.44,0.72,0.64,Medium,Biannual,5.72,2.18,0
Router / Switch,Vidarbha/Marathwada,6,2.8,8.1,0.81,0.34,0.79,Medium,Biannual,5.05,2.25,0
Printer,Pune/Nashik,5,0.94,3.5,0.69,0.63,0.63,Medium,Rare,4.26,3.32,0
Router / Switch,Vidarbha/Marathwada,6,1.58,6.5,0.89,0.29,0.78,High,Rare,3.29,1.71,0
Mouse,Vidarbha/Marathwada,3,2.42,8.4,0.9,0.41,0.79,Medium,Annual,2.08,0.0,1
Printer,Pune/Nashik,5,1.2,6.4,0.43,0.63,0.48,Low,Rare,3.98,2.78,0
Motherboard,Konkan/Mumbai,8,6.79,5.3,0.34,0.72,0.8,Medium,Annual,5.89,0.0,1
Router / Switch,Pune/Nashik,6,2.88,8.2,0.46,0.56,0.43,Low,Annual,4.95,2.07,0
Motherboard,Konkan/Mumbai,8,0.09,8.4,0.4,0.96,0.67,Low,Rare,3.97,3.88,0
Monitor,Vidarbha/Marathwada,7,3.61,6.7,0.73,0.25,0.88,Low,Rare,5.46,1.85,0
Mouse,Vidarbha/Marathwada,3,1.58,4.5,0.71,0.43,0.82,Low,Biannual,3.47,1.89,0
Smartphone,Pune/Nashik,4,2.7,6.3,0.6,0.55,0.49,High,Rare,2.62,0.0,1
Monitor,Konkan/Mumbai,7,5.12,5.1,0.46,0.95,0.64,High,Annual,5.74,0.62,0
Printer,Pune/Nashik,5,1.9,6.5,0.69,0.54,0.54,Medium,Rare,3.53,1.63,0
Hard Disk / SSD,Pune/Nashik,5,2.56,6.1,0.49,0.68,0.64,Medium,Rare,3.21,0.65,0
Router / Switch,Konkan/Mumbai,6,4.63,4.9,0.53,0.81,0.8,Medium,Annual,5.78,1.15,0
Monitor,Vidarbha/Marathwada,7,4.61,9.0,0.83,0.4,0.96,Low,Biannual,5.67,1.06,0
Hard Disk / SSD,Konkan/Mumbai,5,2.56,8.3,0.34,0.74,0.5,Low,Rare,3.0,0.44,0
Smartphone,Pune/Nashik,4,2.33,8.6,0.43,0.58,0.65,Medium,Rare,2.35,0.02,0
Router / Switch,Vidarbha/Marathwada,6,2.16,9.5,0.92,0.3,0.76,Medium,Biannual,4.23,2.07,0
Smartphone,Pune/Nashik,4,3.03,3.1,0.56,0.61,0.64,High,Rare,3.28,0.25,0
Motherboard,Vidarbha/Marathwada,8,1.3,4.3,0.6,0.32,0.84,High,Annual,5.11,3.81,0
Smartphone,Vidarbha/Marathwada,4,0.32,4.4,0.7,0.21,0.85,Medium,Rare,3.22,2.9,0
Projector,Konkan/Mumbai,5,1.44,2.8,0.53,0.96,0.54,Low,Rare,3.88,2.44,0
Projector,Pune/Nashik,5,5.82,5.3,0.5,0.64,0.47,Medium,Biannual,5.15,0.0,1
Projector,Vidarbha/Marathwada,5,2.32,8.4,0.93,0.37,0.81,Medium,Rare,2.44,0.12,0
Printer,Pune/Nashik,5,3.58,5.0,0.51,0.65,0.44,Medium,Rare,3.7,0.12,0
Smartphone,Pune/Nashik,4,2.39,6.8,0.42,0.5,0.52,Medium,Rare,2.88,0.49,0
Smartphone,Konkan/Mumbai,4,3.7,6.8,0.5,0.77,0.69,Medium,Rare,2.92,0.0,1
Mouse,Konkan/Mumbai,3,1.56,3.3,0.59,0.83,0.75,Low,Rare,2.43,0.87,0
Hard Disk / SSD,Konkan/Mumbai,5,1.85,6.9,0.4,0.7,0.76,Low,Annual,3.6,1.75,0
Router / Switch,Pune/Nashik,6,3.98,8.7,0.45,0.61,0.5,Medium,Annual,4.37,0.39,0
Computer,Vidarbha/Marathwada,6,2.97,2.2,0.92,0.41,0.9,High,Rare,3.98,1.01,0
Projector,Konkan/Mumbai,5,0.97,2.1,0.54,0.84,0.68,Low,Annual,4.82,3.85,0
Router / Switch,Vidarbha/Marathwada,6,0.71,9.7,0.61,0.26,0.77,High,Annual,3.23,2.52,0
Smartphone,Konkan/Mumbai,4,1.55,7.9,0.57,0.97,0.73,High,Rare,2.38,0.83,0
Mouse,Vidarbha/Marathwada,3,1.66,9.8,0.75,0.31,0.87,Medium,Biannual,2.13,0.47,0
Printer,Konkan/Mumbai,5,3.13,6.9,0.53,0.89,0.66,High,Rare,3.53,0.4,0
Motherboard,Pune/Nashik,8,5.52,5.9,0.62,0.55,0.44,Medium,Annual,5.29,0.0,1
Computer,Pune/Nashik,6,2.01,8.5,0.48,0.63,0.42,High,Annual,3.62,1.61,0
Hard Disk / SSD,Vidarbha/Marathwada,5,3.25,4.8,0.83,0.47,0.71,Low,Annual,4.18,0.93,0
Router / Switch,Konkan/Mumbai,6,3.51,6.0,0.58,0.94,0.73,Medium,Annual,4.7,1.19,0
Motherboard,Vidarbha/Marathwada,8,2.49,8.0,0.79,0.29,0.89,High,Rare,3.53,1.04,0
Keyboard,Konkan/Mumbai,4,2.4,7.1,0.58,0.72,0.77,Medium,Biannual,3.54,1.14,0
Router / Switch,Vidarbha/Marathwada,6,3.84,5.7,0.74,0.36,0.79,Low,Rare,4.34,0.5,0
Keyboard,Vidarbha/Marathwada,4,4.0,3.0,0.72,0.43,0.85,Low,Biannual,4.5,0.5,0
Motherboard,Konkan/Mumbai,8,6.71,2.8,0.48,0.99,0.55,Low,Annual,7.13,0.42,0
