device_type,manufacturer,region,manufacturing_year,base_lifespan_yrs,current_age_yrs,daily_usage_hrs,temperature,environment,power_quality,maintenance,software_load,remaining_life_yrs,failed
Printer,Epson,Pune/Nashik,2023,5,2.1,7.4,Normal,Harsh,UPS Protected,None,Office,2.44,0
Hard Disk / SSD,Seagate,Konkan/Mumbai,2021,5,3.71,13.3,Hot,Normal,UPS Protected,None,Office,0.64,0
Motherboard,Gigabyte,Vidarbha/Marathwada,2018,8,7.11,7.3,Normal,Clean,Frequent Outages,Occasional,Office,0.0,1
Television,TCL,Vidarbha/Marathwada,2016,8,9.04,11.8,Normal,Clean,UPS Protected,None,Light,0.0,1
Smartphone,Vivo,Vidarbha/Marathwada,2020,4,4.97,3.9,Hot,Normal,Direct Grid,Regular,Heavy,0.0,1
Router / Switch,D-Link,Konkan/Mumbai,2023,6,1.64,10.5,Normal,Clean,UPS Protected,Regular,Office,4.21,0
Smartwatch,Samsung,Pune/Nashik,2024,3,0.73,12.7,Normal,Harsh,Frequent Outages,Occasional,Light,1.79,0
Microwave,IFB,Vidarbha/Marathwada,2017,8,7.82,5.9,Hot,Harsh,Frequent Outages,Occasional,Light,0.0,1
Monitor,Acer,Pune/Nashik,2018,7,7.42,11.5,Normal,Normal,Direct Grid,Occasional,Office,0.0,1
Motherboard,Intel,Vidarbha/Marathwada,2020,8,4.61,5.9,Hot,Harsh,Direct Grid,None,Office,1.92,0
Motherboard,MSI,Pune/Nashik,2017,8,8.41,4.3,Cool,Clean,Direct Grid,None,Heavy,0.0,1
Television,TCL,Vidarbha/Marathwada,2024,8,1.15,8.1,Hot,Normal,Frequent Outages,Regular,Light,6.12,0
Air Conditioner,Voltas,Pune/Nashik,2017,10,7.97,7.3,Normal,Clean,Direct Grid,Occasional,Office,1.57,0
Printer,Canon,Vidarbha/Marathwada,2024,5,0.52,2.2,Hot,Clean,Direct Grid,Occasional,Light,4.13,0
Smartwatch,Noise,Pune/Nashik,2023,3,2.0,12.5,Hot,Harsh,UPS Protected,Regular,Office,0.4,0
Smartphone,Vivo,Pune/Nashik,2022,4,2.9,5.0,Normal,Clean,Frequent Outages,None,Office,0.5,0
Printer,Canon,Konkan/Mumbai,2021,5,3.72,3.7,Normal,Harsh,Frequent Outages,None,Light,0.54,0
Keyboard,HP,Vidarbha/Marathwada,2024,4,0.95,9.8,Hot,Normal,UPS Protected,Occasional,Heavy,2.78,0
Smartwatch,boAt,Konkan/Mumbai,2025,3,0.26,5.2,Normal,Normal,Direct Grid,Regular,Heavy,2.49,0
Computer,HP,Konkan/Mumbai,2025,6,0.24,13.8,Cool,Harsh,Direct Grid,Regular,Heavy,5.63,0
Computer,Assembled,Vidarbha/Marathwada,2022,6,2.98,7.7,Hot,Harsh,Frequent Outages,Regular,Light,2.24,0
Smartwatch,boAt,Vidarbha/Marathwada,2022,3,3.13,2.5,Hot,Harsh,Direct Grid,Regular,Light,0.0,1
Monitor,Acer,Konkan/Mumbai,2022,7,3.23,9.6,Cool,Harsh,UPS Protected,Occasional,Light,3.7,0
Mouse,Dell,Konkan/Mumbai,2022,3,3.32,10.0,Hot,Normal,Direct Grid,Occasional,Office,0.0,1
Air Conditioner,Blue Star,Konkan/Mumbai,2023,10,1.59,1.3,Normal,Clean,UPS Protected,Regular,Light,8.41,0
Keyboard,Logitech,Konkan/Mumbai,2022,4,2.97,5.7,Hot,Harsh,UPS Protected,Occasional,Office,0.63,0
Computer,Acer,Konkan/Mumbai,2018,6,6.51,11.2,Normal,Clean,Direct Grid,None,Light,0.0,1
Printer,Brother,Vidarbha/Marathwada,2018,5,6.89,2.1,Hot,Normal,Direct Grid,Occasional,Office,0.0,1
Television,Sony,Vidarbha/Marathwada,2016,8,9.11,13.4,Normal,Harsh,Direct Grid,Occasional,Office,0.0,1
Television,LG,Konkan/Mumbai,2022,8,2.71,5.9,Normal,Harsh,Direct Grid,Occasional,Heavy,4.81,0
Motherboard,Gigabyte,Konkan/Mumbai,2023,8,1.59,10.4,Normal,Harsh,Frequent Outages,Regular,Office,6.2,0
Air Conditioner,Blue Star,Konkan/Mumbai,2014,10,11.23,11.2,Cool,Harsh,UPS Protected,Regular,Light,0.0,1
Router / Switch,TP-Link,Pune/Nashik,2021,6,4.33,9.4,Normal,Clean,Direct Grid,Occasional,Office,0.77,0
Computer,Assembled,Konkan/Mumbai,2020,6,5.03,4.6,Normal,Normal,UPS Protected,Regular,Office,0.3,0
Mouse,Logitech,Vidarbha/Marathwada,2021,3,4.38,3.5,Normal,Clean,Frequent Outages,Occasional,Heavy,0.0,1
Television,TCL,Vidarbha/Marathwada,2015,8,9.66,10.1,Hot,Harsh,Direct Grid,Occasional,Heavy,0.0,1
Battery,Generic,Pune/Nashik,2020,3,4.75,2.3,Normal,Harsh,Direct Grid,Regular,Office,0.0,1
Microwave,Samsung,Konkan/Mumbai,2022,8,2.53,7.5,Cool,Normal,UPS Protected,Occasional,Office,5.39,0
Washing Machine,Samsung,Pune/Nashik,2023,10,1.52,13.9,Hot,Normal,UPS Protected,Regular,Heavy,8.02,0
Battery,Generic,Konkan/Mumbai,2021,3,4.48,7.4,Cool,Harsh,Frequent Outages,None,Light,0.0,1
Washing Machine,Samsung,Konkan/Mumbai,2018,10,6.73,7.7,Cool,Normal,Direct Grid,Regular,Light,2.4,0
Motherboard,Asus,Vidarbha/Marathwada,2018,8,6.95,8.7,Hot,Normal,Direct Grid,Occasional,Office,0.0,1
Hard Disk / SSD,Samsung,Vidarbha/Marathwada,2024,5,0.93,10.4,Normal,Normal,Direct Grid,Occasional,Light,4.07,0
Router / Switch,D-Link,Konkan/Mumbai,2020,6,4.54,12.0,Cool,Normal,UPS Protected,None,Heavy,1.14,0
Camera,Sony,Vidarbha/Marathwada,2019,5,6.36,9.9,Normal,Harsh,Frequent Outages,Occasional,Heavy,0.0,1
Battery,Amaron,Konkan/Mumbai,2024,3,0.65,10.0,Normal,Clean,Direct Grid,Occasional,Light,2.35,0
Air Conditioner,Samsung,Konkan/Mumbai,2021,10,3.6,6.2,Normal,Normal,UPS Protected,None,Light,6.35,0
Motherboard,Intel,Pune/Nashik,2020,8,5.42,11.1,Cool,Clean,UPS Protected,Regular,Office,1.53,0
Computer,Acer,Pune/Nashik,2018,6,7.1,11.5,Normal,Clean,Direct Grid,Regular,Heavy,0.0,1
Smartwatch,Noise,Vidarbha/Marathwada,2020,3,4.73,9.4,Hot,Normal,Direct Grid,Occasional,Light,0.0,1
Keyboard,Dell,Konkan/Mumbai,2024,4,1.29,9.0,Normal,Clean,Direct Grid,Regular,Light,2.29,0
Refrigerator,Godrej,Konkan/Mumbai,2014,12,11.01,2.1,Normal,Normal,UPS Protected,Occasional,Heavy,0.0,1
Washing Machine,Samsung,Vidarbha/Marathwada,2020,10,5.22,13.1,Normal,Clean,Frequent Outages,None,Heavy,2.92,0
Printer,Epson,Vidarbha/Marathwada,2022,5,3.16,12.6,Hot,Harsh,Direct Grid,Regular,Office,1.22,0
Keyboard,Dell,Konkan/Mumbai,2025,4,0.01,2.8,Normal,Harsh,Direct Grid,Occasional,Light,3.78,0
Projector,Epson,Vidarbha/Marathwada,2023,5,1.88,13.5,Hot,Harsh,Frequent Outages,Occasional,Heavy,2.09,0
Router / Switch,TP-Link,Pune/Nashik,2020,6,4.57,11.2,Cool,Clean,Direct Grid,Occasional,Office,1.16,0
Washing Machine,Whirlpool,Vidarbha/Marathwada,2014,10,10.94,12.0,Hot,Normal,Direct Grid,None,Heavy,0.0,1
Laptop,HP,Vidarbha/Marathwada,2024,5,1.15,2.8,Hot,Harsh,Frequent Outages,None,Office,3.46,0
Monitor,LG,Pune/Nashik,2018,7,6.6,8.8,Cool,Harsh,Direct Grid,Occasional,Heavy,0.0,1
Television,LG,Konkan/Mumbai,2024,8,1.49,13.7,Normal,Harsh,Frequent Outages,None,Light,5.24,0
Laptop,Lenovo,Pune/Nashik,2021,5,4.07,1.8,Hot,Harsh,Direct Grid,Regular,Light,0.34,0
Keyboard,Logitech,Pune/Nashik,2023,4,1.62,9.9,Normal,Normal,Direct Grid,Occasional,Office,1.81,0
Router / Switch,TP-Link,Pune/Nashik,2017,6,7.65,3.5,Normal,Clean,Direct Grid,Occasional,Light,0.0,1
Projector,Epson,Pune/Nashik,2021,5,4.37,13.6,Normal,Normal,UPS Protected,Regular,Light,0.22,0
Smartwatch,Noise,Vidarbha/Marathwada,2025,3,0.23,1.5,Hot,Normal,Frequent Outages,Occasional,Office,2.77,0
Microwave,LG,Pune/Nashik,2019,8,5.61,1.6,Hot,Clean,Direct Grid,None,Office,1.7,0
Laptop,Lenovo,Konkan/Mumbai,2019,5,5.57,6.9,Hot,Harsh,UPS Protected,Regular,Office,0.0,1
Air Conditioner,Voltas,Vidarbha/Marathwada,2022,10,3.35,7.6,Hot,Clean,Frequent Outages,Occasional,Light,6.32,0
Microwave,LG,Vidarbha/Marathwada,2015,8,9.83,6.8,Hot,Normal,Frequent Outages,None,Office,0.0,1
Computer,Assembled,Pune/Nashik,2017,6,7.96,3.2,Hot,Clean,UPS Protected,Occasional,Light,0.0,1
Hard Disk / SSD,Samsung,Vidarbha/Marathwada,2024,5,1.49,11.7,Normal,Normal,Direct Grid,Regular,Office,3.49,0
Printer,Canon,Konkan/Mumbai,2020,5,4.77,7.7,Hot,Harsh,UPS Protected,Occasional,Light,0.0,1
Router / Switch,D-Link,Pune/Nashik,2018,6,6.88,7.8,Normal,Clean,Frequent Outages,Occasional,Light,0.0,1
Keyboard,Dell,Vidarbha/Marathwada,2022,4,2.62,1.0,Hot,Harsh,UPS Protected,Occasional,Heavy,0.99,0
Television,TCL,Konkan/Mumbai,2025,8,0.43,6.5,Normal,Clean,Direct Grid,Regular,Heavy,7.57,0
Air Conditioner,Blue Star,Pune/Nashik,2017,10,8.45,5.3,Cool,Normal,Frequent Outages,Regular,Heavy,0.09,0
Printer,Epson,Vidarbha/Marathwada,2020,5,4.61,13.0,Hot,Clean,Frequent Outages,Regular,Light,0.0,1
Battery,Luminous,Pune/Nashik,2021,3,4.16,13.2,Hot,Clean,Direct Grid,Regular,Office,0.0,1
Monitor,LG,Vidarbha/Marathwada,2020,7,4.58,13.9,Normal,Harsh,UPS Protected,Occasional,Office,1.57,0
Laptop,Apple,Konkan/Mumbai,2020,5,4.9,10.3,Normal,Harsh,Direct Grid,Occasional,Light,0.0,1
Refrigerator,Godrej,Vidarbha/Marathwada,2020,12,5.22,4.4,Hot,Clean,Frequent Outages,Occasional,Office,5.51,0
Motherboard,MSI,Konkan/Mumbai,2019,8,5.51,2.0,Hot,Clean,Direct Grid,Occasional,Heavy,1.74,0
Camera,Logitech,Vidarbha/Marathwada,2023,5,2.13,4.4,Hot,Clean,UPS Protected,Occasional,Office,2.35,0
Mouse,Zebronics,Konkan/Mumbai,2024,3,0.76,9.5,Normal,Normal,Frequent Outages,None,Light,1.92,0
Hard Disk / SSD,Samsung,Pune/Nashik,2021,5,3.55,11.3,Hot,Clean,Frequent Outages,Occasional,Office,1.06,0
Hard Disk / SSD,Seagate,Konkan/Mumbai,2023,5,1.68,5.1,Normal,Harsh,UPS Protected,Occasional,Office,2.91,0
Motherboard,Asus,Pune/Nashik,2016,8,8.83,3.4,Cool,Normal,Direct Grid,None,Office,0.0,1
Television,Mi,Pune/Nashik,2019,8,6.06,4.0,Cool,Normal,Direct Grid,Occasional,Light,0.96,0
Motherboard,Asus,Konkan/Mumbai,2019,8,6.34,11.6,Hot,Normal,UPS Protected,Regular,Office,1.08,0
Laptop,Apple,Pune/Nashik,2021,5,4.35,9.8,Normal,Normal,Direct Grid,Occasional,Light,0.0,1
Monitor,LG,Vidarbha/Marathwada,2018,7,6.68,11.1,Hot,Harsh,Direct Grid,Regular,Light,0.0,1
Smartphone,Apple,Konkan/Mumbai,2025,4,0.17,5.4,Normal,Clean,Direct Grid,None,Office,3.55,0
Router / Switch,D-Link,Pune/Nashik,2022,6,2.87,9.8,Hot,Clean,Frequent Outages,Regular,Office,2.54,0
Refrigerator,Whirlpool,Pune/Nashik,2021,12,3.86,6.2,Hot,Clean,UPS Protected,None,Office,6.75,0
Monitor,Dell,Vidarbha/Marathwada,2016,7,8.64,5.1,Normal,Normal,Direct Grid,None,Heavy,0.0,1
Television,TCL,Vidarbha/Marathwada,2023,8,2.13,10.4,Normal,Clean,Frequent Outages,Occasional,Heavy,5.15,0
Microwave,Bajaj,Pune/Nashik,2017,8,8.44,8.1,Cool,Normal,Frequent Outages,Regular,Light,0.0,1
Smartwatch,Samsung,Vidarbha/Marathwada,2020,3,4.61,11.8,Normal,Normal,Direct Grid,None,Light,0.0,1
Smartphone,Apple,Konkan/Mumbai,2023,4,1.66,1.0,Cool,Normal,UPS Protected,Regular,Office,2.34,0
Motherboard,Gigabyte,Konkan/Mumbai,2015,8,9.99,9.0,Cool,Clean,Direct Grid,Occasional,Light,0.0,1
Smartphone,Vivo,Konkan/Mumbai,2020,4,4.63,2.5,Normal,Harsh,Frequent Outages,Regular,Light,0.0,1
Hard Disk / SSD,Crucial,Vidarbha/Marathwada,2022,5,2.95,7.5,Hot,Normal,Direct Grid,Occasional,Office,1.72,0
Laptop,Asus,Pune/Nashik,2019,5,5.62,13.1,Normal,Normal,Direct Grid,None,Office,0.0,1
Laptop,Dell,Vidarbha/Marathwada,2025,5,0.2,8.3,Hot,Harsh,Frequent Outages,Occasional,Light,4.53,0
Camera,Sony,Pune/Nashik,2022,5,3.44,10.9,Cool,Normal,Direct Grid,Regular,Heavy,0.85,0
Laptop,HP,Vidarbha/Marathwada,2025,5,0.04,13.4,Normal,Normal,Frequent Outages,Occasional,Office,4.49,0
Air Conditioner,Daikin,Konkan/Mumbai,2017,10,7.63,8.3,Normal,Clean,Direct Grid,Regular,Office,1.08,0
Camera,Canon,Konkan/Mumbai,2024,5,1.18,3.4,Hot,Normal,UPS Protected,Occasional,Light,3.51,0
Battery,Luminous,Vidarbha/Marathwada,2025,3,0.27,12.4,Normal,Harsh,Direct Grid,Occasional,Light,2.44,0
Television,Mi,Pune/Nashik,2022,8,3.28,5.5,Hot,Normal,UPS Protected,Regular,Office,3.7,0
Microwave,Bajaj,Pune/Nashik,2024,8,0.97,9.6,Cool,Clean,Frequent Outages,Occasional,Office,7.03,0
Printer,Canon,Pune/Nashik,2024,5,1.49,11.2,Cool,Normal,Direct Grid,Regular,Office,3.51,0
Refrigerator,Samsung,Vidarbha/Marathwada,2017,12,7.84,9.0,Hot,Harsh,Direct Grid,Occasional,Office,2.64,0
Hard Disk / SSD,WD,Pune/Nashik,2021,5,3.93,4.3,Cool,Normal,Frequent Outages,Regular,Office,0.72,0
Computer,Lenovo,Pune/Nashik,2019,6,6.26,13.0,Normal,Normal,UPS Protected,Occasional,Light,0.0,1
Computer,HP,Pune/Nashik,2023,6,1.92,9.4,Hot,Clean,Direct Grid,Occasional,Office,3.93,0
Router / Switch,Cisco,Vidarbha/Marathwada,2020,6,4.55,4.5,Hot,Normal,Direct Grid,Occasional,Office,0.3,0
Mouse,Dell,Pune/Nashik,2020,3,4.71,6.2,Normal,Normal,Direct Grid,Occasional,Heavy,0.0,1
Smartwatch,Apple,Konkan/Mumbai,2021,3,3.8,2.9,Normal,Normal,Direct Grid,Regular,Light,0.0,1
Television,Samsung,Konkan/Mumbai,2024,8,1.36,9.1,Hot,Harsh,UPS Protected,Occasional,Light,5.86,0
Hard Disk / SSD,Seagate,Pune/Nashik,2024,5,0.78,6.2,Normal,Clean,UPS Protected,Regular,Office,3.92,0
Camera,Logitech,Konkan/Mumbai,2021,5,4.29,9.0,Cool,Normal,UPS Protected,None,Heavy,0.0,1
Battery,Generic,Vidarbha/Marathwada,2021,3,3.98,8.6,Hot,Clean,Frequent Outages,Occasional,Light,0.0,1
Laptop,Acer,Pune/Nashik,2023,5,2.35,6.2,Cool,Normal,Direct Grid,Regular,Heavy,2.1,0
Battery,Luminous,Pune/Nashik,2024,3,0.55,7.3,Hot,Clean,Direct Grid,Regular,Office,2.4,0
Camera,Logitech,Vidarbha/Marathwada,2024,5,1.24,4.1,Cool,Harsh,UPS Protected,Occasional,Office,3.35,0
Printer,Brother,Vidarbha/Marathwada,2021,5,3.75,1.5,Hot,Harsh,UPS Protected,Occasional,Office,0.54,0
Projector,ViewSonic,Vidarbha/Marathwada,2024,5,1.35,1.9,Hot,Harsh,Direct Grid,None,Light,3.63,0
Printer,Epson,Pune/Nashik,2021,5,3.9,11.3,Hot,Normal,Direct Grid,None,Heavy,0.5,0
Motherboard,Asus,Konkan/Mumbai,2018,8,7.49,12.3,Hot,Normal,UPS Protected,Regular,Heavy,0.0,1
Washing Machine,Samsung,Konkan/Mumbai,2015,10,9.58,6.6,Hot,Clean,UPS Protected,Occasional,Light,0.0,1
Camera,Sony,Konkan/Mumbai,2025,5,0.4,4.5,Hot,Clean,Direct Grid,Occasional,Office,4.39,0
Computer,Lenovo,Vidarbha/Marathwada,2021,6,4.11,7.0,Normal,Harsh,Direct Grid,Regular,Light,1.47,0
Router / Switch,Cisco,Konkan/Mumbai,2020,6,5.07,8.6,Normal,Clean,Direct Grid,Occasional,Heavy,0.13,0
Motherboard,Asus,Pune/Nashik,2023,8,2.45,4.4,Normal,Normal,Frequent Outages,Occasional,Office,5.45,0
Microwave,Samsung,Vidarbha/Marathwada,2017,8,7.95,5.6,Cool,Harsh,Direct Grid,Occasional,Heavy,0.0,1
Laptop,Acer,Konkan/Mumbai,2021,5,3.81,6.2,Hot,Harsh,UPS Protected,Regular,Heavy,0.32,0
Mouse,Zebronics,Konkan/Mumbai,2023,3,2.45,9.8,Hot,Normal,Frequent Outages,Occasional,Office,0.08,0
Microwave,Bajaj,Vidarbha/Marathwada,2018,8,6.93,4.5,Normal,Harsh,UPS Protected,Occasional,Light,0.0,1
Keyboard,Zebronics,Konkan/Mumbai,2019,4,5.94,13.1,Normal,Normal,UPS Protected,None,Light,0.0,1
Refrigerator,Whirlpool,Pune/Nashik,2019,12,6.36,12.5,Normal,Normal,UPS Protected,Occasional,Light,4.85,0
Motherboard,Intel,Konkan/Mumbai,2021,8,4.09,4.3,Normal,Normal,Direct Grid,Occasional,Heavy,3.57,0
Camera,Nikon,Konkan/Mumbai,2022,5,2.96,13.1,Hot,Clean,UPS Protected,Occasional,Office,1.22,0
Motherboard,Gigabyte,Vidarbha/Marathwada,2023,8,2.29,9.5,Hot,Normal,Direct Grid,None,Office,5.43,0
Projector,Epson,Vidarbha/Marathwada,2023,5,1.86,12.6,Hot,Normal,UPS Protected,Occasional,Light,3.06,0
Television,Sony,Pune/Nashik,2022,8,3.0,1.6,Normal,Clean,Direct Grid,Regular,Heavy,4.3,0
Keyboard,Zebronics,Pune/Nashik,2020,4,4.96,8.5,Normal,Harsh,UPS Protected,Regular,Office,0.0,1
Hard Disk / SSD,Samsung,Konkan/Mumbai,2019,5,6.14,12.2,Hot,Clean,Direct Grid,Regular,Office,0.0,1
Monitor,BenQ,Konkan/Mumbai,2019,7,5.99,5.8,Hot,Normal,Direct Grid,Regular,Office,0.0,1
Hard Disk / SSD,WD,Konkan/Mumbai,2020,5,4.79,6.2,Normal,Harsh,UPS Protected,Occasional,Office,0.0,1
Battery,Amaron,Konkan/Mumbai,2021,3,3.6,7.4,Cool,Normal,Direct Grid,Regular,Office,0.0,1
Laptop,Lenovo,Konkan/Mumbai,2021,5,3.7,2.2,Normal,Normal,UPS Protected,None,Light,0.95,0
Camera,Canon,Konkan/Mumbai,2024,5,0.58,9.3,Normal,Clean,Direct Grid,Regular,Office,4.42,0
Keyboard,Zebronics,Pune/Nashik,2021,4,4.11,3.5,Cool,Normal,Frequent Outages,Occasional,Light,0.0,1
Smartwatch,Samsung,Pune/Nashik,2020,3,4.64,1.9,Hot,Clean,Direct Grid,Regular,Light,0.0,1
Motherboard,Gigabyte,Konkan/Mumbai,2018,8,7.01,11.4,Normal,Normal,UPS Protected,Occasional,Office,0.42,0
Router / Switch,TP-Link,Konkan/Mumbai,2017,6,7.6,13.3,Cool,Normal,Frequent Outages,Regular,Light,0.0,1
Monitor,BenQ,Vidarbha/Marathwada,2019,7,5.66,1.1,Hot,Normal,Frequent Outages,Regular,Office,0.61,0
Router / Switch,D-Link,Pune/Nashik,2022,6,3.34,7.1,Hot,Normal,Direct Grid,Regular,Heavy,2.03,0
Keyboard,Dell,Vidarbha/Marathwada,2023,4,2.49,13.5,Normal,Normal,Frequent Outages,None,Office,0.87,0
Air Conditioner,LG,Pune/Nashik,2022,10,2.74,13.6,Normal,Normal,Direct Grid,Occasional,Light,6.6,0
Printer,HP,Konkan/Mumbai,2020,5,5.07,3.8,Normal,Harsh,Direct Grid,Regular,Light,0.0,1
Television,Samsung,Konkan/Mumbai,2021,8,4.37,2.2,Normal,Clean,Direct Grid,None,Office,3.63,0
Computer,HP,Vidarbha/Marathwada,2018,6,7.21,6.1,Hot,Harsh,Direct Grid,Occasional,Heavy,0.0,1
Television,TCL,Pune/Nashik,2022,8,2.63,9.1,Hot,Normal,UPS Protected,Regular,Heavy,5.21,0
Smartwatch,boAt,Konkan/Mumbai,2020,3,4.6,8.1,Normal,Harsh,Direct Grid,Regular,Heavy,0.0,1
Battery,Luminous,Konkan/Mumbai,2024,3,1.04,1.0,Normal,Clean,UPS Protected,Occasional,Heavy,1.96,0
Computer,HP,Pune/Nashik,2019,6,6.39,2.8,Cool,Normal,Direct Grid,None,Light,0.0,1
Smartphone,Vivo,Konkan/Mumbai,2020,4,4.58,2.5,Hot,Harsh,Frequent Outages,Occasional,Light,0.0,1
Laptop,Lenovo,Vidarbha/Marathwada,2019,5,6.23,8.0,Cool,Normal,Frequent Outages,Occasional,Office,0.0,1
Computer,Lenovo,Vidarbha/Marathwada,2020,6,5.33,8.3,Hot,Harsh,Frequent Outages,Occasional,Light,0.0,1
Microwave,Bajaj,Konkan/Mumbai,2020,8,5.41,12.3,Hot,Normal,UPS Protected,Occasional,Office,1.06,0
Keyboard,HP,Pune/Nashik,2021,4,3.75,8.0,Normal,Clean,Frequent Outages,Regular,Light,0.0,1
Air Conditioner,Samsung,Pune/Nashik,2015,10,10.38,6.7,Hot,Clean,UPS Protected,Regular,Light,0.0,1
Keyboard,Logitech,Pune/Nashik,2022,4,3.09,3.3,Cool,Harsh,UPS Protected,Occasional,Office,0.85,0
Router / Switch,D-Link,Pune/Nashik,2021,6,3.89,6.7,Hot,Clean,UPS Protected,Occasional,Heavy,1.28,0
Microwave,Bajaj,Pune/Nashik,2023,8,2.25,3.1,Hot,Normal,Frequent Outages,Occasional,Heavy,5.62,0
Router / Switch,D-Link,Pune/Nashik,2023,6,1.84,2.6,Normal,Normal,UPS Protected,Occasional,Office,4.14,0
Projector,Epson,Pune/Nashik,2020,5,4.56,3.7,Normal,Clean,Direct Grid,Regular,Office,0.0,1
Air Conditioner,Daikin,Pune/Nashik,2024,10,0.68,4.0,Hot,Normal,Frequent Outages,Occasional,Light,8.77,0
Air Conditioner,Voltas,Vidarbha/Marathwada,2019,10,6.04,3.8,Normal,Harsh,Frequent Outages,Occasional,Office,2.99,0
Hard Disk / SSD,WD,Vidarbha/Marathwada,2018,5,6.76,5.6,Hot,Normal,Direct Grid,Regular,Light,0.0,1
Keyboard,Dell,Vidarbha/Marathwada,2025,4,0.5,13.4,Hot,Normal,Direct Grid,Occasional,Office,3.38,0
Keyboard,Dell,Vidarbha/Marathwada,2023,4,2.04,1.7,Hot,Harsh,Frequent Outages,Occasional,Light,1.57,0
Smartwatch,boAt,Vidarbha/Marathwada,2020,3,4.94,10.6,Hot,Harsh,Frequent Outages,Occasional,Office,0.0,1
Printer,Canon,Pune/Nashik,2018,5,6.51,10.8,Hot,Normal,Direct Grid,None,Office,0.0,1
Laptop,Dell,Konkan/Mumbai,2023,5,2.11,6.3,Cool,Clean,UPS Protected,None,Heavy,2.7,0
Laptop,Asus,Vidarbha/Marathwada,2024,5,0.7,13.1,Normal,Normal,Direct Grid,Occasional,Heavy,3.74,0
Television,Samsung,Konkan/Mumbai,2017,8,8.24,2.3,Normal,Normal,UPS Protected,Regular,Heavy,0.0,1
Smartwatch,Apple,Pune/Nashik,2024,3,0.79,1.4,Cool,Clean,Direct Grid,None,Light,2.21,0
Computer,Lenovo,Vidarbha/Marathwada,2023,6,1.89,6.0,Normal,Harsh,Frequent Outages,Occasional,Light,3.87,0
Smartwatch,boAt,Pune/Nashik,2021,3,3.59,1.2,Hot,Normal,Direct Grid,Regular,Office,0.0,1
Smartphone,Samsung,Konkan/Mumbai,2023,4,2.1,9.3,Hot,Normal,Direct Grid,Occasional,Office,1.2,0
Motherboard,Gigabyte,Pune/Nashik,2016,8,9.26,8.3,Normal,Normal,UPS Protected,None,Office,0.0,1
Laptop,Asus,Vidarbha/Marathwada,2021,5,3.71,7.4,Normal,Normal,Direct Grid,None,Light,0.67,0
Keyboard,HP,Konkan/Mumbai,2022,4,2.62,5.9,Hot,Normal,Direct Grid,Occasional,Office,0.75,0
Microwave,Samsung,Pune/Nashik,2022,8,3.22,4.8,Cool,Harsh,UPS Protected,Occasional,Light,4.78,0
Smartwatch,Samsung,Konkan/Mumbai,2023,3,2.25,7.0,Cool,Normal,Frequent Outages,Occasional,Office,0.57,0
Mouse,Zebronics,Vidarbha/Marathwada,2020,3,4.68,13.7,Hot,Normal,Direct Grid,None,Light,0.0,1
Hard Disk / SSD,WD,Vidarbha/Marathwada,2020,5,5.18,10.7,Normal,Harsh,UPS Protected,Regular,Office,0.0,1
Smartwatch,Samsung,Vidarbha/Marathwada,2025,3,0.21,3.7,Normal,Normal,Direct Grid,Occasional,Office,2.79,0
Router / Switch,TP-Link,Vidarbha/Marathwada,2022,6,2.83,6.7,Normal,Clean,Frequent Outages,Occasional,Heavy,2.8,0
Refrigerator,Godrej,Konkan/Mumbai,2011,12,13.65,5.5,Normal,Clean,UPS Protected,Regular,Office,0.0,1
Television,Sony,Vidarbha/Marathwada,2019,8,5.99,3.5,Hot,Harsh,Direct Grid,Occasional,Office,1.3,0
Mouse,HP,Vidarbha/Marathwada,2022,3,2.84,11.1,Hot,Harsh,UPS Protected,Occasional,Office,0.0,1
Washing Machine,Samsung,Konkan/Mumbai,2024,10,0.54,8.9,Cool,Clean,UPS Protected,Regular,Office,9.46,0
Laptop,Acer,Vidarbha/Marathwada,2023,5,1.57,9.7,Normal,Harsh,Direct Grid,Regular,Light,3.43,0
Television,Sony,Pune/Nashik,2024,8,0.8,2.8,Normal,Normal,Direct Grid,None,Heavy,6.84,0
Laptop,Dell,Konkan/Mumbai,2024,5,0.69,11.8,Normal,Clean,Frequent Outages,Occasional,Heavy,3.83,0
Laptop,HP,Vidarbha/Marathwada,2020,5,5.21,6.7,Normal,Harsh,Direct Grid,Occasional,Heavy,0.0,1
Washing Machine,LG,Vidarbha/Marathwada,2018,10,7.48,2.3,Cool,Normal,Frequent Outages,Occasional,Office,2.07,0
Printer,Epson,Konkan/Mumbai,2024,5,0.72,11.3,Cool,Clean,Direct Grid,Regular,Office,4.28,0
Refrigerator,Samsung,Vidarbha/Marathwada,2018,12,7.27,13.2,Hot,Normal,Frequent Outages,Regular,Heavy,2.73,0
Battery,Luminous,Vidarbha/Marathwada,2024,3,1.08,12.9,Hot,Normal,Frequent Outages,Occasional,Light,1.43,0
Air Conditioner,Voltas,Pune/Nashik,2024,10,0.82,7.4,Cool,Clean,Direct Grid,None,Light,9.18,0
Monitor,LG,Vidarbha/Marathwada,2022,7,2.76,10.7,Hot,Harsh,Frequent Outages,None,Heavy,3.55,0
Smartphone,Vivo,Konkan/Mumbai,2023,4,1.61,7.3,Normal,Normal,UPS Protected,Occasional,Office,1.98,0
Hard Disk / SSD,Crucial,Konkan/Mumbai,2018,5,6.55,4.1,Normal,Harsh,Direct Grid,Occasional,Office,0.0,1
